general;1252250;1341708;1258630;1345739;1265694;1354909;1271599;1362414;1255605;1343200;1269913;1360500;1255711;1345314;1276886;1367949;1261926;1352966;1258529;1347944;1264411;1355003;1258133;1345705;species_consumer_generic0;normal;commercial;1;1793;1793;1590;1590;1613;1613;1830;1830;1961;1961;1670;1670;1936;1936;1640;1640;1626;1626;1738;1738;1970;1970;1914;1914;
 species_consumer_generic48;normal;residential;2;220;220;253;253;271;271;249;249;232;232;241;241;255;255;261;261;287;287;227;227;240;240;240;240;
 species_consumer_generic49;normal;residential;0;91;91;71;71;98;98;91;91;62;62;78;78;70;70;57;57;90;90;65;65;66;66;89;89;
 species_consumer_generic50;normal;commercial;1;1867;1867;1831;1831;1540;1540;1884;1884;1707;1707;1754;1754;1984;1984;1787;1787;1650;1650;1734;1734;1555;1555;1960;1960;
 species_consumer_generic51;normal;residential;0;86;86;95;95;92;92;100;100;87;87;94;94;70;70;74;74;87;87;80;80;67;67;93;93;
 species_consumer_generic52;normal;residential;3;339;339;390;390;378;378;370;370;337;337;398;398;378;378;369;369;399;399;341;341;308;308;334;334;
 species_consumer_generic53;normal;residential;5;987;987;819;819;621;621;555;555;971;971;952;952;592;592;611;611;820;820;880;880;828;828;896;896;
 species_consumer_generic54;normal;commercial;2;2670;2670;2719;2719;2751;2751;2984;2984;2242;2242;2224;2224;2921;2921;2190;2190;2527;2527;2525;2525;2539;2539;2656;2656;
 species_consumer_generic55;normal;residential;4;402;402;440;440;476;476;483;483;443;443;467;467;446;446;418;418;415;415;419;419;497;497;440;440;
 species_consumer_generic56;normal;commercial;0;1126;1126;1079;1079;1281;1281;1308;1308;1040;1040;1169;1169;1261;1261;1377;1377;1276;1276;1088;1088;1179;1179;1285;1285;
 species_consumer_generic57;normal;residential;2;275;275;264;264;288;288;289;289;270;270;281;281;286;286;236;236;213;213;246;246;290;290;213;213;
 species_consumer_generic58;normal;commercial;5;6879;6879;5867;5867;7246;7246;5898;5898;6553;6553;7007;7007;5608;5608;5774;5774;5644;5644;7417;7417;6438;6438;7390;7390;
 species_consumer_generic59;normal;residential;1;124;124;200;200;174;174;175;175;106;106;133;133;122;122;184;184;114;114;172;172;156;156;163;163;
 species_consumer_generic60;irregular;residential;2;203;304;206;309;251;376;216;324;210;315;229;343;299;448;251;376;226;339;217;325;229;343;287;430;
 species_consumer_generic61;normal;residential;5;602;602;517;517;676;676;555;555;527;527;643;643;627;627;866;866;559;559;503;503;943;943;529;529;
 species_consumer_generic62;normal;residential;5;534;534;877;877;623;623;616;616;702;702;910;910;512;512;582;582;725;725;523;523;742;742;670;670;
 species_consumer_generic63;normal;residential;1;190;190;171;171;171;171;136;136;197;197;118;118;127;127;153;153;169;169;129;129;163;163;151;151;
 species_consumer_generic64;normal;commercial;0;1472;1472;1298;1298;1453;1453;1110;1110;1012;1012;1215;1215;1397;1397;1429;1429;1074;1074;1134;1134;1116;1116;1360;1360;
 species_consumer_generic65;normal;residential;1;160;160;162;162;111;111;110;110;104;104;114;114;167;167;200;200;115;115;150;150;197;197;156;156;
 species_consumer_generic66;normal;residential;3;341;341;311;311;308;308;381;381;347;347;333;333;374;374;348;348;319;319;332;332;337;337;361;361;
 species_consumer_generic67;normal;residential;3;384;384;399;399;389;389;313;313;328;328;315;315;359;359;320;320;359;359;357;357;390;390;318;318;
 species_consumer_generic68;irregular;commercial;1;1503;2254;1515;2272;1714;2571;1988;2982;1912;2868;1527;2290;1606;2409;1940;2910;1742;2613;1993;2989;1564;2346;1785;2677;
 species_consumer_generic69;normal;commercial;2;2417;2417;2175;2175;2898;2898;2169;2169;2774;2774;2745;2745;2484;2484;2303;2303;2299;2299;2093;2093;2317;2317;2063;2063;
 species_consumer_generic70;normal;residential;1;160;160;141;141;123;123;166;166;181;181;199;199;188;188;165;165;139;139;161;161;172;172;177;177;
 species_consumer_generic71;normal;commercial;3;3020;3020;3326;3326;3334;3334;3256;3256;3755;3755;3664;3664;3680;3680;3969;3969;3937;3937;3577;3577;3801;3801;3293;3293;
 species_consumer_generic72;normal;residential;5;595;595;976;976;676;676;895;895;942;942;748;748;773;773;929;929;851;851;592;592;743;743;839;839;
 species_consumer_generic73;normal;residential;4;402;402;438;438;462;462;467;467;496;496;402;402;416;416;431;431;465;465;459;459;428;428;476;476;
 species_consumer_generic74;normal;commercial;2;2240;2240;2005;2005;2559;2559;2994;2994;2187;2187;2705;2705;2171;2171;2851;2851;2645;2645;2666;2666;2832;2832;2111;2111;
 species_consumer_generic75;normal;residential;4;475;475;491;491;440;440;456;456;439;439;454;454;415;415;476;476;475;475;446;446;414;414;489;489;
 species_consumer_generic76;normal;residential;2;293;293;251;251;260;260;243;243;212;212;296;296;276;276;247;247;265;265;265;265;246;246;207;207;
 species_consumer_generic77;normal;residential;4;443;443;425;425;440;440;458;458;459;459;437;437;414;414;450;450;483;483;473;473;481;481;408;408;
 species_consumer_generic78;normal;residential;1;159;159;102;102;172;172;148;148;127;127;130;130;181;181;158;158;190;190;186;186;139;139;129;129;
 species_consumer_generic79;irregular;commercial;5;6960;10440;6874;10311;6121;9181;7308;10962;5905;8857;5662;8493;7301;10951;7335;11002;7160;10740;7132;10698;7988;11982;5896;8844;
 species_consumer_generic80;normal;residential;5;700;700;980;980;650;650;593;593;626;626;688;688;814;814;904;904;899;899;761;761;629;629;819;819;
 species_consumer_generic81;normal;residential;5;865;865;895;895;735;735;794;794;798;798;536;536;618;618;996;996;789;789;821;821;863;863;888;888;
 species_consumer_generic82;normal;residential;5;905;905;974;974;781;781;564;564;681;681;641;641;502;502;888;888;905;905;621;621;527;527;597;597;
 species_consumer_generic83;normal;residential;2;234;234;278;278;286;286;211;211;209;209;238;238;288;288;231;231;244;244;278;278;253;253;218;218;
 species_consumer_generic84;normal;residential;0;64;64;50;50;77;77;71;71;52;52;59;59;88;88;60;60;69;69;52;52;93;93;83;83;
 species_consumer_generic85;normal;residential;0;58;58;82;82;77;77;75;75;52;52;85;85;66;66;58;58;56;56;78;78;84;84;79;79;
 species_consumer_generic86;normal;residential;5;726;726;955;955;538;538;760;760;933;933;579;579;634;634;795;795;652;652;961;961;506;506;752;752;
 species_consumer_generic87;normal;residential;4;457;457;412;412;424;424;432;432;421;421;432;432;416;416;437;437;490;490;474;474;409;409;461;461;
 species_consumer_generic88;normal;residential;5;528;528;580;580;510;510;863;863;608;608;864;864;888;888;607;607;581;581;582;582;523;523;589;589;
 species_consumer_generic89;normal;residential;4;410;410;466;466;401;401;416;416;429;429;408;408;430;430;484;484;497;497;415;415;428;428;446;446;
 species_consumer_generic90;normal;residential;1;119;119;149;149;156;156;152;152;140;140;135;135;149;149;178;178;186;186;137;137;196;196;174;174;
 species_consumer_generic91;normal;residential;5;895;895;924;924;728;728;901;901;801;801;705;705;935;935;829;829;716;716;884;884;581;581;622;622;
 species_consumer_generic92;normal;residential;2;272;272;247;247;228;228;264;264;203;203;276;276;212;212;290;290;231;231;241;241;259;259;213;213;
 species_consumer_generic93;normal;commercial;4;5274;5274;4554;4554;4767;4767;5077;5077;4007;4007;4137;4137;4122;4122;5119;5119;4575;4575;4268;4268;4353;4353;5297;5297;
 species_consumer_generic94;normal;commercial;1;1560;1560;1771;1771;1508;1508;1875;1875;1743;1743;1789;1789;1746;1746;1950;1950;1786;1786;1567;1567;1533;1533;1692;1692;
 species_consumer_generic95;normal;commercial;5;6630;6630;6085;6085;7119;7119;6914;6914;5649;5649;7689;7689;5584;5584;7332;7332;5665;5665;7676;7676;6544;6544;7340;7340;
 species_consumer_generic96;normal;commercial;3;3006;3006;3626;3626;3820;3820;3981;3981;3547;3547;3978;3978;3597;3597;3882;3882;3698;3698;3855;3855;3975;3975;3819;3819;
 species_consumer_generic97;irregular;residential;3;319;478;311;466;391;586;336;504;337;505;375;562;314;471;385;577;367;550;356;534;361;541;341;511;
 species_consumer_generic98;normal;residential;2;222;222;276;276;259;259;277;277;285;285;259;259;223;223;257;257;224;224;244;244;252;252;237;237;
 species_consumer_generic99;normal;residential;1;142;142;132;132;171;171;156;156;196;196;104;104;185;185;143;143;104;104;110;110;187;187;146;146;
 species_consumer_generic100;normal;commercial;4;4650;4650;4537;4537;4238;4238;4436;4436;4659;4659;5487;5487;4777;4777;4564;4564;4337;4337;5183;5183;4373;4373;4849;4849;
 species_consumer_generic101;normal;commercial;0;1192;1192;1415;1415;1115;1115;1114;1114;1010;1010;1264;1264;1031;1031;1484;1484;1021;1021;1336;1336;1323;1323;1201;1201;
 species_consumer_generic102;normal;commercial;1;1542;1542;1558;1558;1760;1760;1996;1996;1855;1855;1835;1835;1851;1851;1580;1580;1694;1694;1978;1978;1718;1718;1773;1773;
 species_consumer_generic103;normal;residential;3;350;350;371;371;398;398;391;391;375;375;306;306;336;336;373;373;327;327;320;320;373;373;317;317;
 species_consumer_generic104;irregular;residential;0;77;115;51;76;50;75;78;117;79;118;66;99;69;103;91;136;91;136;72;108;82;123;88;132;
 species_consumer_generic105;normal;residential;3;380;380;363;363;398;398;314;314;375;375;376;376;381;381;340;340;394;394;338;338;363;363;349;349;
 species_consumer_generic106;normal;residential;4;464;464;402;402;428;428;490;490;426;426;475;475;475;475;420;420;403;403;442;442;452;452;460;460;
 species_consumer_generic107;normal;commercial;4;5027;5027;4509;4509;4458;4458;5235;5235;5460;5460;4763;4763;4274;4274;5184;5184;4611;4611;5171;5171;5370;5370;5273;5273;
 species_consumer_generic108;normal;residential;2;245;245;203;203;207;207;230;230;216;216;248;248;252;252;257;257;284;284;298;298;262;262;223;223;
 species_consumer_generic109;normal;residential;2;283;283;299;299;209;209;273;273;268;268;288;288;244;244;240;240;271;271;298;298;216;216;203;203;
 species_consumer_generic110;normal;commercial;5;7927;7927;6695;6695;6501;6501;5524;5524;6017;6017;5904;5904;5643;5643;6595;6595;7823;7823;7793;7793;6411;6411;7899;7899;
 species_consumer_generic111;normal;residential;1;150;150;176;176;159;159;197;197;138;138;155;155;191;191;120;120;155;155;102;102;130;130;125;125;
 species_consumer_generic112;normal;residential;3;336;336;324;324;369;369;363;363;349;349;302;302;375;375;342;342;380;380;315;315;308;308;329;329;
 species_consumer_generic113;normal;residential;1;162;162;165;165;120;120;195;195;175;175;138;138;113;113;106;106;190;190;192;192;197;197;168;168;
 species_consumer_generic114;normal;commercial;3;3432;3432;3670;3670;3900;3900;3423;3423;3935;3935;3488;3488;3175;3175;3367;3367;3297;3297;3895;3895;3655;3655;3426;3426;
 species_consumer_generic115;normal;commercial;3;3400;3400;3577;3577;3835;3835;3175;3175;3909;3909;3066;3066;3624;3624;3475;3475;3922;3922;3617;3617;3893;3893;3544;3544;
 species_consumer_generic116;normal;residential;5;624;624;780;780;548;548;574;574;616;616;981;981;742;742;781;781;932;932;987;987;757;757;865;865;
 species_consumer_generic117;normal;residential;0;55;55;69;69;71;71;86;86;76;76;99;99;66;66;95;95;52;52;77;77;77;77;72;72;
 species_consumer_generic118;normal;commercial;2;2334;2334;2598;2598;2238;2238;2783;2783;2685;2685;2243;2243;2097;2097;2558;2558;2231;2231;2008;2008;2394;2394;2895;2895;
 species_consumer_generic119;normal;residential;0;73;73;75;75;97;97;87;87;65;65;51;51;60;60;74;74;81;81;74;74;86;86;89;89;
 species_consumer_generic120;normal;residential;0;71;71;54;54;96;96;59;59;78;78;82;82;58;58;52;52;81;81;79;79;56;56;59;59;
 species_consumer_generic121;normal;residential;4;478;478;457;457;461;461;439;439;435;435;494;494;473;473;446;446;485;485;476;476;486;486;421;421;
 species_consumer_generic122;normal;residential;5;918;918;843;843;767;767;617;617;909;909;516;516;766;766;892;892;963;963;657;657;786;786;581;581;
 species_consumer_generic123;normal;commercial;5;7652;7652;6818;6818;7154;7154;7193;7193;7857;7857;6686;6686;7594;7594;6394;6394;7631;7631;5524;5524;7022;7022;7017;7017;
 species_consumer_generic124;normal;residential;1;123;123;130;130;196;196;142;142;147;147;106;106;142;142;107;107;121;121;161;161;168;168;168;168;
 species_consumer_generic125;normal;residential;1;155;155;150;150;131;131;153;153;155;155;126;126;155;155;101;101;186;186;181;181;185;185;121;121;
 species_consumer_generic126;normal;residential;0;98;98;100;100;87;87;56;56;72;72;96;96;88;88;73;73;65;65;87;87;69;69;63;63;
 species_consumer_generic127;irregular;residential;5;808;1212;981;1471;783;1174;665;997;737;1105;527;790;798;1197;719;1078;854;1281;501;751;592;888;827;1240;
 species_consumer_generic128;normal;commercial;0;1462;1462;1444;1444;1142;1142;1186;1186;1490;1490;1182;1182;1284;1284;1048;1048;1310;1310;1170;1170;1304;1304;1143;1143;
 species_consumer_generic129;normal;residential;5;919;919;579;579;734;734;742;742;919;919;914;914;968;968;985;985;629;629;518;518;594;594;700;700;
 species_consumer_generic130;normal;commercial;4;4013;4013;5401;5401;4712;4712;4692;4692;5039;5039;4047;4047;5391;5391;5255;5255;4807;4807;4492;4492;4440;4440;5341;5341;
 species_consumer_generic131;normal;commercial;0;1324;1324;1309;1309;1377;1377;1423;1423;1185;1185;1105;1105;1302;1302;1335;1335;1251;1251;1434;1434;1337;1337;1104;1104;
 species_consumer_generic132;normal;residential;4;454;454;492;492;489;489;462;462;441;441;409;409;422;422;442;442;447;447;472;472;402;402;423;423;
 species_consumer_generic133;normal;residential;2;246;246;231;231;294;294;212;212;220;220;229;229;256;256;240;240;277;277;209;209;257;257;204;204;
 species_consumer_generic134;normal;commercial;4;5279;5279;5254;5254;5323;5323;4427;4427;5080;5080;5090;5090;4545;4545;5314;5314;5462;5462;4469;4469;4289;4289;4395;4395;
 species_consumer_generic135;normal;residential;4;419;419;447;447;405;405;474;474;452;452;432;432;413;413;478;478;427;427;455;455;479;479;417;417;
 species_consumer_generic136;normal;commercial;2;2070;2070;2016;2016;2266;2266;2293;2293;2533;2533;2916;2916;2407;2407;2548;2548;2476;2476;2882;2882;2525;2525;2946;2946;
 species_consumer_generic137;normal;commercial;4;4177;4177;5311;5311;5116;5116;4758;4758;4017;4017;5390;5390;4395;4395;4732;4732;4289;4289;4464;4464;4931;4931;4602;4602;
 species_consumer_generic138;normal;residential;0;61;61;65;65;100;100;80;80;64;64;96;96;72;72;58;58;82;82;68;68;75;75;89;89;
 species_consumer_generic139;normal;commercial;0;1180;1180;1158;1158;1462;1462;1194;1194;1250;1250;1162;1162;1292;1292;1416;1416;1165;1165;1171;1171;1045;1045;1083;1083;
 species_consumer_generic140;normal;commercial;4;5216;5216;4948;4948;5463;5463;4471;4471;4516;4516;4491;4491;4746;4746;4054;4054;4813;4813;4314;4314;4549;4549;4261;4261;
 species_consumer_generic141;normal;residential;4;494;494;408;408;489;489;405;405;405;405;473;473;408;408;487;487;409;409;416;416;425;425;422;422;
 species_consumer_generic142;normal;residential;0;71;71;76;76;56;56;92;92;84;84;88;88;50;50;70;70;72;72;65;65;82;82;50;50;
 species_consumer_generic143;normal;residential;1;174;174;123;123;180;180;191;191;160;160;124;124;145;145;154;154;161;161;200;200;158;158;185;185;
 species_consumer_generic144;normal;commercial;1;1772;1772;1827;1827;1648;1648;1677;1677;1756;1756;1927;1927;1992;1992;1807;1807;1734;1734;1960;1960;1838;1838;1619;1619;
 species_consumer_generic145;normal;residential;3;357;357;317;317;383;383;351;351;362;362;388;388;331;331;349;349;374;374;372;372;333;333;325;325;
 species_consumer_generic146;irregular;residential;2;217;325;271;406;202;303;287;430;294;441;253;379;256;384;260;390;288;432;229;343;279;418;263;394;
 species_consumer_generic147;normal;commercial;4;4154;4154;4945;4945;4442;4442;4738;4738;4627;4627;4485;4485;5486;5486;5469;5469;4745;4745;4182;4182;4344;4344;5347;5347;
 species_consumer_generic148;normal;residential;1;149;149;188;188;185;185;167;167;194;194;173;173;197;197;122;122;149;149;160;160;124;124;138;138;
 species_consumer_generic149;normal;residential;5;834;834;865;865;604;604;921;921;645;645;587;587;661;661;967;967;710;710;626;626;849;849;571;571;
 species_consumer_generic150;normal;residential;2;215;215;296;296;202;202;246;246;274;274;217;217;266;266;248;248;222;222;288;288;260;260;203;203;
 species_consumer_generic151;normal;residential;0;63;63;60;60;68;68;76;76;55;55;61;61;92;92;73;73;55;55;59;59;81;81;66;66;
 species_consumer_generic152;normal;residential;5;899;899;547;547;702;702;505;505;914;914;831;831;560;560;553;553;790;790;543;543;823;823;696;696;
 species_consumer_generic153;irregular;residential;1;124;186;131;196;188;282;185;277;157;235;101;151;101;151;178;267;106;159;171;256;186;279;119;178;
 species_consumer_generic154;irregular;residential;4;492;738;485;727;476;714;494;741;427;640;431;646;468;702;459;688;486;729;410;615;452;678;412;618;
 species_consumer_generic155;normal;residential;5;990;990;935;935;504;504;928;928;749;749;705;705;741;741;565;565;968;968;766;766;600;600;924;924;
 species_consumer_generic156;normal;residential;1;151;151;102;102;115;115;176;176;116;116;176;176;123;123;124;124;139;139;144;144;128;128;146;146;
 species_consumer_generic157;normal;commercial;3;3853;3853;3499;3499;3467;3467;3644;3644;3093;3093;3217;3217;3211;3211;3539;3539;3806;3806;3869;3869;3667;3667;3204;3204;
 species_consumer_generic158;normal;residential;4;409;409;434;434;466;466;497;497;405;405;468;468;464;464;470;470;434;434;422;422;437;437;492;492;
 species_consumer_generic159;normal;residential;2;221;221;258;258;219;219;300;300;226;226;253;253;269;269;282;282;235;235;225;225;235;235;237;237;
 species_consumer_generic160;normal;commercial;5;7789;7789;7594;7594;6429;6429;7147;7147;7411;7411;7421;7421;6191;6191;7103;7103;5893;5893;6520;6520;5516;5516;6516;6516;
 species_consumer_generic161;normal;residential;5;610;610;787;787;535;535;999;999;955;955;943;943;645;645;743;743;987;987;681;681;849;849;876;876;
 species_consumer_generic162;normal;commercial;4;4363;4363;4407;4407;4209;4209;5236;5236;4814;4814;4208;4208;4299;4299;5076;5076;4690;4690;5297;5297;4933;4933;4774;4774;
 species_consumer_generic163;normal;residential;2;268;268;276;276;202;202;248;248;267;267;271;271;229;229;259;259;291;291;235;235;234;234;264;264;
 species_consumer_generic164;normal;residential;3;331;331;357;357;321;321;314;314;321;321;364;364;346;346;316;316;378;378;397;397;388;388;330;330;
 species_consumer_generic165;normal;commercial;0;1068;1068;1215;1215;1037;1037;1451;1451;1245;1245;1341;1341;1050;1050;1075;1075;1308;1308;1263;1263;1290;1290;1360;1360;
 species_consumer_generic166;normal;residential;3;316;316;315;315;345;345;347;347;389;389;389;389;336;336;388;388;342;342;318;318;363;363;389;389;
 species_consumer_generic167;normal;residential;1;190;190;172;172;172;172;114;114;192;192;117;117;176;176;186;186;193;193;200;200;151;151;192;192;
 species_consumer_generic168;normal;residential;0;54;54;58;58;58;58;60;60;88;88;90;90;72;72;57;57;50;50;85;85;100;100;89;89;
 species_consumer_generic169;normal;commercial;3;3045;3045;3498;3498;3707;3707;3500;3500;3280;3280;3232;3232;3086;3086;3750;3750;3274;3274;3783;3783;3918;3918;3553;3553;
 species_consumer_generic170;normal;residential;4;414;414;462;462;488;488;469;469;486;486;433;433;458;458;496;496;452;452;430;430;498;498;470;470;
 species_consumer_generic171;normal;commercial;1;1838;1838;1634;1634;1800;1800;1739;1739;1563;1563;1756;1756;1642;1642;1547;1547;1582;1582;1571;1571;1998;1998;1762;1762;
 species_consumer_generic172;normal;commercial;0;1334;1334;1125;1125;1046;1046;1254;1254;1380;1380;1049;1049;1211;1211;1428;1428;1294;1294;1179;1179;1302;1302;1374;1374;
 species_consumer_generic173;normal;commercial;0;1396;1396;1365;1365;1486;1486;1206;1206;1303;1303;1194;1194;1424;1424;1150;1150;1101;1101;1305;1305;1196;1196;1414;1414;
 species_consumer_generic174;normal;residential;3;386;386;383;383;367;367;371;371;328;328;355;355;383;383;324;324;383;383;343;343;348;348;347;347;
 species_consumer_generic175;normal;commercial;2;2568;2568;2715;2715;2367;2367;2490;2490;2997;2997;2925;2925;2338;2338;2952;2952;2265;2265;2252;2252;2128;2128;2595;2595;
